"Open Chooser","Open Chooser"
Feed,Feed
Condition,Condition
"Output Type","Output Type"
"Output Value","Output Value"
"Add Row","Add Row"
"Sort Option","Sort Option"
"Add Condition","Add Condition"
"Product IDs separated by comma","Product IDs separated by comma"
Reload,Reload
"Feed Access Url","Feed Access Url"
"Last Generated","Last Generated"
"Generation Time","Generation Time"
Attribute,Attribute
Pattern,Pattern
Product,Product
Value,Value
Filter,Filter
Criteria,Criteria
Expression,Expression
✖,✖
"Add Criteria","Add Criteria"
"Library of patterns","Library of patterns"
"Feed Preview <sup>10 products</sup>","Feed Preview <sup>10 products</sup>"
"Open in new window","Open in new window"
Dictionary successfully processed.
