"Name Color","Name Color"
"Name Hover Color","Name Hover Color"
Image,Image
"Image Background Color","Image Background Color"
"Image Hover Background Color","Image Hover Background Color"
Price,Price
"Price Color","Price Color"
"Special Price Color","Special Price Color"
"Special Price Label Color","Special Price Label Color"
"Old Price Color","Old Price Color"
"Old Price Label Color","Old Price Label Color"
Quickview,Quickview
"Quickview Text Color","Quickview Text Color"
"Quickview Hover Tex Color","Quickview Hover Tex Color"
"Quickview Background Color","Quickview Background Color"
"Quickview Hover Background Color","Quickview Hover Background Color"
"Quickview Button","Quickview Button"
"Add To Cart","Add To Cart"
"Add To Cart Text Color","Add To Cart Text Color"
"Add To Cart Hover Tex Color","Add To Cart Hover Tex Color"
"Add To Cart Background Color","Add To Cart Background Color"
"Add To Cart Hover Background Color","Add To Cart Hover Background Color"
"Addtocart Button","Addtocart Button"
Compare,Compare
"Compare Text Color","Compare Text Color"
"Compare Hover Tex Color","Compare Hover Tex Color"
"Compare Background Color","Compare Background Color"
"Compare Hover Background Color","Compare Hover Background Color"
"Compare Link","Compare Link"
Wishlist,Wishlist
"Whishlist Text Color","Whishlist Text Color"
"Whishlist Hover Tex Color","Whishlist Hover Tex Color"
"Whishlist Background Color","Whishlist Background Color"
"Whishlist Hover Background Color","Whishlist Hover Background Color"
"Wishlist Link","Wishlist Link"
"Short Description","Short Description"
"Count Down Timer","Count Down Timer"
"Countdown Timer Color","Countdown Timer Color"
"Product Label","Product Label"
"New Label","New Label"
"Sale Label","Sale Label"
"Sale Label Color","Sale Label Color"
"Sale Label Background Color","Sale Label Background Color"
"Product Preview","Product Preview"
"Product Settings","Product Settings"
"Show Name","Show Name"
"Show Name in Single Line","Show Name in Single Line"
"In case product name is too long to be displayed in a single line, it will be clipped and an ellipsis will be appended at the end of the line to represent clipped text.","In case product name is too long to be displayed in a single line, it will be clipped and an ellipsis will be appended at the end of the line to represent clipped text."
"Show Short Description","Show Short Description"
"Description Character Limit","Description Character Limit"
"Default is 100","Default is 100"
"Show Learn More Link","Show Learn More Link"
"Show Price","Show Price"
"Show Review","Show Review"
"Show Countdown Timer","Show Countdown Timer"
"Show Quick View","Show Quick View"
"Quickview Popup Height","Quickview Popup Height"
"Quickview Popup Width","Quickview Popup Width"
"Show Add To Cart","Show Add To Cart"
"Add To Cart Popup Height","Add To Cart Popup Height"
"Add To Cart Popup Width","Add To Cart Popup Width"
"Show Wishlist","Show Wishlist"
"Show Compare","Show Compare"
"Show New Label","Show New Label"
"Show Sale Label","Show Sale Label"
"Product Image","Product Image"
"Show Image","Show Image"
"Keep Image Aspect Ratio","Keep Image Aspect Ratio"
"If set to Yes, it will keep aspect ratio of the product image (height of the image will be calculated automatically based on width). If set to No, Magento will automatically transform each image into square. If the original image was rectangular, the empty space at the sides will be filled with white color.","If set to Yes, it will keep aspect ratio of the product image (height of the image will be calculated automatically based on width). If set to No, Magento will automatically transform each image into square. If the original image was rectangular, the empty space at the sides will be filled with white color."
"Image Width","Image Width"
"If width is not specified, default width will be used (300 pixels). Remember that in the category view the visual size of the product image depends on the number of columns. For example, if you increase the number of columns, columns will be narrower so there will be less space for product image in each column.","If width is not specified, default width will be used (300 pixels). Remember that in the category view the visual size of the product image depends on the number of columns. For example, if you increase the number of columns, columns will be narrower so there will be less space for product image in each column."
"Image Height","Image Height"
"Alternative Image","Alternative Image"
"Show alternative image on mouse hover over the product image.","Show alternative image on mouse hover over the product image."
"Select Alternative Image By Column","Select Alternative Image By Column"
"Which column of the product image gallery will mark alternative images of your products.","Which column of the product image gallery will mark alternative images of your products."
"Alternative Image Column Value","Alternative Image Column Value"
"Specify the value which will mark alternative images of your products. E.g.: if Select Alt. Image By Column is set to ""Sort Order"", specify the number which will mark (in ""Sort Order"" column of the product image gallery) alternative images, for example: ""2"".","Specify the value which will mark alternative images of your products. E.g.: if Select Alt. Image By Column is set to ""Sort Order"", specify the number which will mark (in ""Sort Order"" column of the product image gallery) alternative images, for example: ""2""."
"Category Page","Category Page"
"Category Name","Category Name"
"Category Description","Category Description"
"Category Image","Category Image"
"Default Image","Default Image"
"Top Toolbar","Top Toolbar"
"Bottom Toolbar","Bottom Toolbar"
Show,Show
"Add to Cart Button","Add to Cart Button"
"Product View Page","Product View Page"
"Name Settings","Name Settings"
"Custom Font","Custom Font"
"Other Elements","Other Elements"
"Show SKU","Show SKU"
"Show Share Links","Show Share Links"
"Facebook, Twitter","Facebook, Twitter"
"Show Rating","Show Rating"
"Show Email to Friend","Show Email to Friend"
"Thumbnail Layout","Thumbnail Layout"
"Thumbnail Location","Thumbnail Location"
"Show Zoom Image","Show Zoom Image"
Tab,Tab
Mode,Mode
"Selected Blocks Show As Tabs","Selected Blocks Show As Tabs"
Description,Description
"Addition Info","Addition Info"
Reviews,Reviews
"Related Products","Related Products"
"Up-sell Products","Up-sell Products"
"Tab By Product Attribute Code","Tab By Product Attribute Code"
"Add Attribute Code","Add Attribute Code"
"Tab By CMS Block","Tab By CMS Block"
"Add CMS Block Identifiers","Add CMS Block Identifiers"
"Tab By Static Html Content","Tab By Static Html Content"
"Choose a static block to show content in content of custom tab. Empty for hide.","Choose a static block to show content in content of custom tab. Empty for hide."
"Or Input Custom Content for Custom Tab","Or Input Custom Content for Custom Tab"
"Loop Carousel","Loop Carousel"
"RTL Carousel","RTL Carousel"
Autoplay,Autoplay
"Autoplay Timeout","Autoplay Timeout"
"Number of Visible Products","Number of Visible Products"
"Number Columns On Page (Large display)","Number Columns On Page (Large display)"
"Show number items when screen size 1200px and up","Show number items when screen size 1200px and up"
"Number Columns On Page","Number Columns On Page"
"Show number items when screen size between 1199px and 980px","Show number items when screen size between 1199px and 980px"
"Number Columns On Page (Portrait tablets)","Number Columns On Page (Portrait tablets)"
"Show number items when screen size between 979px and 769px","Show number items when screen size between 979px and 769px"
"Number Columns On Page (Phones to tablets)","Number Columns On Page (Phones to tablets)"
"Show number items when screen size between 768px and 641px","Show number items when screen size between 768px and 641px"
"Number Columns On Page (Phones to Small tablets)","Number Columns On Page (Phones to Small tablets)"
"Show number items when screen size between 640px and 480px","Show number items when screen size between 640px and 480px"
"Number Columns On Page (Phones)","Number Columns On Page (Phones)"
"Show number items when screen size bellow 480px","Show number items when screen size bellow 480px"
"Replace Related Products With Static Block","Replace Related Products With Static Block"
"Choose a static block to show content in content of Related Products. Empty for hide.","Choose a static block to show content in content of Related Products. Empty for hide."
"Upsell Products","Upsell Products"
"Replace Upsell Products With Static Block","Replace Upsell Products With Static Block"
"Choose a static block to show content in content of Upsell Products. Empty for hide.","Choose a static block to show content in content of Upsell Products. Empty for hide."
"Contact Page","Contact Page"
"Contact Form","Contact Form"
"Google Map","Google Map"
"Google Map API","Google Map API"
"You should get map api key at here: <a href=""https://developers.google.com/maps/documentation/javascript/get-api-key"" target=""_BLANK"">Get Google Map API Key</a><br/>Default: AIzaSyALraGXlzRqFlAOb-tYLhUi6o6Cq9qN4KA","You should get map api key at here: <a href=""https://developers.google.com/maps/documentation/javascript/get-api-key"" target=""_BLANK"">Get Google Map API Key</a><br/>Default: AIzaSyALraGXlzRqFlAOb-tYLhUi6o6Cq9qN4KA"
Map,Map
Longitude,Longitude
Latitude,Latitude
Radius,Radius
"Map Height","Map Height"
"Default is 400px","Default is 400px"
"Map Width","Map Width"
"Map Zoom","Map Zoom"
"Marker Content","Marker Content"
"Marker Content Width","Marker Content Width"
"Marker Content Height","Marker Content Height"
"Contact Us Informations","Contact Us Informations"
Address,Address
Telephone,Telephone
Fax,Fax
"Custom Html","Custom Html"
"Cart Page","Cart Page"
"Cross-sell Products","Cross-sell Products"
"Replace Cross-sell Products With Static Block","Replace Cross-sell Products With Static Block"
"Choose a static block to show content in content of Crossell Products. Empty for hide.","Choose a static block to show content in content of Crossell Products. Empty for hide."
Customization,Customization
"Custom Code","Custom Code"
"Custom CSS","Custom CSS"
"Custom Scripts","Custom Scripts"
"All code will be put before end footer tag.","All code will be put before end footer tag."
